"LGA_2016","Local Government Areas - 2016","SEIFAINDEXTYPE","Index Type","SEIFA_MEASURE","Measure","TIME","Time","Value","Flag Codes","Flags"
"65610","West Coast (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2016","2016",859,,
"65610","West Coast (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2016","2016",42,,
"65610","West Coast (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2016","2016",1,,
"65610","West Coast (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2016","2016",8,,
"65610","West Coast (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2016","2016",3,,
"65610","West Coast (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2016","2016",2,,
"65610","West Coast (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2016","2016",11,,
"65610","West Coast (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2016","2016",769,,
"65610","West Coast (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2016","2016",956,,
"65610","West Coast (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2016","2016",4149,,
"65810","West Tamar (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2016","2016",976,,
"65810","West Tamar (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2016","2016",338,,
"65810","West Tamar (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2016","2016",7,,
"65810","West Tamar (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2016","2016",63,,
"65810","West Tamar (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2016","2016",26,,
"65810","West Tamar (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2016","2016",9,,
"65810","West Tamar (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2016","2016",87,,
"65810","West Tamar (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2016","2016",737,,
"65810","West Tamar (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2016","2016",1109,,
"65810","West Tamar (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2016","2016",22718,,
"70200","Alice Springs (T)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2016","2016",1015,,
"70200","Alice Springs (T)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2016","2016",440,,
"70200","Alice Springs (T)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2016","2016",9,,
"70200","Alice Springs (T)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2016","2016",81,,
"70200","Alice Springs (T)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2016","2016",15,,
"70200","Alice Springs (T)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2016","2016",8,,
"70200","Alice Springs (T)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2016","2016",79,,
"70200","Alice Springs (T)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2016","2016",536,,
"70200","Alice Springs (T)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2016","2016",1154,,
"70200","Alice Springs (T)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2016","2016",24753,,
"70420","Barkly (R)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2016","2016",765,,
"70420","Barkly (R)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2016","2016",29,,
"70420","Barkly (R)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2016","2016",1,,
"70420","Barkly (R)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2016","2016",6,,
"70420","Barkly (R)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2016","2016",10,,
"70420","Barkly (R)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2016","2016",6,,
"70420","Barkly (R)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2016","2016",53,,
"70420","Barkly (R)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2016","2016",531,,
"70420","Barkly (R)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2016","2016",1010,,
"70420","Barkly (R)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2016","2016",6655,,
"70540","Belyuen (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2016","2016",615,,
"70540","Belyuen (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2016","2016",3,,
"70540","Belyuen (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2016","2016",1,,
"70540","Belyuen (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2016","2016",1,,
"70540","Belyuen (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2016","2016",2,,
"70540","Belyuen (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2016","2016",2,,
"70540","Belyuen (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2016","2016",11,,
"70540","Belyuen (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2016","2016",615,,
"70540","Belyuen (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2016","2016",615,,
"70540","Belyuen (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2016","2016",164,,
"70620","Central Desert (R)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2016","2016",638,,
"70620","Central Desert (R)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2016","2016",5,,
"70620","Central Desert (R)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2016","2016",1,,
"70620","Central Desert (R)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2016","2016",1,,
"70620","Central Desert (R)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2016","2016",3,,
"70620","Central Desert (R)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2016","2016",2,,
"70620","Central Desert (R)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2016","2016",16,,
"70620","Central Desert (R)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2016","2016",400,,
"70620","Central Desert (R)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2016","2016",992,,
"70620","Central Desert (R)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2016","2016",3677,,
"70700","Coomalie (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2016","2016",888,,
"70700","Coomalie (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2016","2016",63,,
"70700","Coomalie (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2016","2016",2,,
"70700","Coomalie (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2016","2016",12,,
"70700","Coomalie (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2016","2016",11,,
"70700","Coomalie (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2016","2016",6,,
"70700","Coomalie (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2016","2016",58,,
"70700","Coomalie (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2016","2016",814,,
"70700","Coomalie (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2016","2016",1013,,
"70700","Coomalie (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2016","2016",1319,,
"71000","Darwin (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2016","2016",1057,,
"71000","Darwin (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2016","2016",490,,
"71000","Darwin (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2016","2016",9,,
"71000","Darwin (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2016","2016",90,,
"71000","Darwin (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2016","2016",18,,
"71000","Darwin (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2016","2016",10,,
"71000","Darwin (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2016","2016",95,,
"71000","Darwin (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2016","2016",523,,
"71000","Darwin (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2016","2016",1211,,
"71000","Darwin (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2016","2016",78804,,
"71300","East Arnhem (R)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2016","2016",697,,
"71300","East Arnhem (R)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2016","2016",16,,
"71300","East Arnhem (R)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2016","2016",1,,
"71300","East Arnhem (R)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2016","2016",3,,
"71300","East Arnhem (R)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2016","2016",5,,
"71300","East Arnhem (R)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2016","2016",3,,
"71300","East Arnhem (R)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2016","2016",27,,
"71300","East Arnhem (R)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2016","2016",594,,
"71300","East Arnhem (R)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2016","2016",1061,,
"71300","East Arnhem (R)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2016","2016",9026,,
"72200","Katherine (T)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2016","2016",990,,
"72200","Katherine (T)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2016","2016",390,,
"72200","Katherine (T)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2016","2016",8,,
"72200","Katherine (T)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2016","2016",72,,
